source,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,win_rate_counter,1,Darius,darius,57.41,580,
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,win_rate_counter,2,Zac,zac,54.65,1215,
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,win_rate_counter,3,Udyr,udyr,54.13,1332,
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,win_rate_counter,4,Evelynn,evelynn,53.95,1631,
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,win_rate_counter,5,Shaco,shaco,53.88,2576,
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,gd15_counter,1,Khazix,khazix,,3757,295
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,gd15_counter,2,Qiyana,qiyana,,844,290
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,gd15_counter,3,Jayce,jayce,,1017,279
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,gd15_counter,4,Talon,talon,,3360,215
u.gg,https://u.gg/lol/champions/viego/counter,2026-06-06T10:26:29.094127+00:00,Viego,viego,JUNGLE,,gd15_counter,5,Briar,briar,,2826,203
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,win_rate_counter,1,Aatrox,aatrox,53.82,327,
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,win_rate_counter,2,Kindred,kindred,53.53,751,
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,win_rate_counter,3,MonkeyKing,wukong,52.72,1671,
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,win_rate_counter,4,Belveth,belveth,52.65,566,
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,win_rate_counter,5,Shaco,shaco,52.3,1283,
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,gd15_counter,1,Jayce,jayce,,793,670
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,gd15_counter,2,Khazix,khazix,,1831,651
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,gd15_counter,3,Qiyana,qiyana,,423,619
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,gd15_counter,4,Briar,briar,,1429,556
u.gg,https://u.gg/lol/champions/vi/counter,2026-06-06T10:26:31.844761+00:00,Vi,vi,JUNGLE,,gd15_counter,5,Hecarim,hecarim,,1222,549
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,win_rate_counter,1,Seraphine,seraphine,58.73,458,
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,win_rate_counter,2,Ziggs,ziggs,57.8,455,
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,win_rate_counter,3,Karthus,karthus,55.73,314,
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,win_rate_counter,4,Brand,brand,55.41,998,
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,win_rate_counter,5,Jinx,jinx,54.37,4515,
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,gd15_counter,1,Draven,draven,,1163,854
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,gd15_counter,2,Mel,mel,,385,552
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,gd15_counter,3,Lucian,lucian,,3099,322
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,gd15_counter,4,Tristana,tristana,,1164,306
u.gg,https://u.gg/lol/champions/yunara/counter,2026-06-06T10:26:34.440400+00:00,Yunara,yunara,BOTTOM,,gd15_counter,5,Varus,varus,,2231,300
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,win_rate_counter,1,Nilah,nilah,57.3,356,
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,win_rate_counter,2,Ziggs,ziggs,55.98,468,
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,win_rate_counter,3,Swain,swain,55.23,373,
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,win_rate_counter,4,Brand,brand,54.57,909,
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,win_rate_counter,5,Seraphine,seraphine,53.52,355,
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,gd15_counter,1,Draven,draven,,1257,864
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,gd15_counter,2,Mel,mel,,315,674
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,gd15_counter,3,Samira,samira,,1200,511
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,gd15_counter,4,Varus,varus,,1878,395
u.gg,https://u.gg/lol/champions/aphelios/counter,2026-06-06T10:26:38.629094+00:00,Aphelios,aphelios,BOTTOM,,gd15_counter,5,Tristana,tristana,,979,259
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,win_rate_counter,1,Riven,riven,59.05,503,
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,win_rate_counter,2,Galio,galio,56.31,1964,
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,win_rate_counter,3,Vex,vex,56.24,1122,
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,win_rate_counter,4,Naafiri,naafiri,56.1,991,
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,win_rate_counter,5,Taliyah,taliyah,55.43,644,
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,gd15_counter,1,Naafiri,naafiri,,991,926
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,gd15_counter,2,Irelia,irelia,,929,627
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,gd15_counter,3,Qiyana,qiyana,,1033,510
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,gd15_counter,4,Riven,riven,,503,493
u.gg,https://u.gg/lol/champions/sylas/counter,2026-06-06T10:26:42.195582+00:00,Sylas,sylas,MIDDLE,,gd15_counter,5,Zoe,zoe,,1092,487
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,win_rate_counter,1,Brand,brand,55.46,449,
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,win_rate_counter,2,Riven,riven,54.9,337,
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,win_rate_counter,3,Velkoz,velkoz,52.79,466,
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,win_rate_counter,4,Diana,diana,52.19,1393,
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,win_rate_counter,5,Fizz,fizz,52.14,1916,
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,gd15_counter,1,Irelia,irelia,,729,606
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,gd15_counter,2,Naafiri,naafiri,,788,318
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,gd15_counter,3,Mel,mel,,1413,314
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,gd15_counter,4,Fizz,fizz,,1916,297
u.gg,https://u.gg/lol/champions/twistedfate/counter,2026-06-06T10:26:44.574307+00:00,TwistedFate,twistedfate,MIDDLE,,gd15_counter,5,Qiyana,qiyana,,840,296
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,win_rate_counter,1,Zoe,zoe,53.27,2200,
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,win_rate_counter,2,Talon,talon,52.66,1597,
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,win_rate_counter,3,Veigar,veigar,52.39,2340,
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,win_rate_counter,4,Xerath,xerath,52.27,6091,
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,win_rate_counter,5,Kassadin,kassadin,52.25,2004,
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,gd15_counter,1,Irelia,irelia,,1697,809
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,gd15_counter,2,Naafiri,naafiri,,1383,497
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,gd15_counter,3,Fizz,fizz,,3075,362
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,gd15_counter,4,Diana,diana,,2694,359
u.gg,https://u.gg/lol/champions/viktor/counter,2026-06-06T10:26:47.567672+00:00,Viktor,viktor,MIDDLE,,gd15_counter,5,Qiyana,qiyana,,1392,354
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,win_rate_counter,1,Vex,vex,55.28,1259,
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,win_rate_counter,2,Veigar,veigar,55.04,1399,
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,win_rate_counter,3,TwistedFate,twistedfate,54.79,2347,
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,win_rate_counter,4,Jayce,jayce,54.32,405,
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,win_rate_counter,5,Lissandra,lissandra,53.55,2112,
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,gd15_counter,1,Jayce,jayce,,405,597
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,gd15_counter,2,Qiyana,qiyana,,1123,432
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,gd15_counter,3,Pantheon,pantheon,,513,343
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,gd15_counter,4,Naafiri,naafiri,,920,343
u.gg,https://u.gg/lol/champions/akali/counter,2026-06-06T10:26:51.709138+00:00,Akali,akali,MIDDLE,,gd15_counter,5,Vex,vex,,1259,288
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,win_rate_counter,1,Zilean,zilean,58.77,832,
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,win_rate_counter,2,Senna,senna,54.63,2182,
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,win_rate_counter,3,Taric,taric,53.6,472,
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,win_rate_counter,4,Rell,rell,52.92,1591,
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,win_rate_counter,5,Seraphine,seraphine,51.85,2966,
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,gd15_counter,1,Camille,camille,,334,648
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,gd15_counter,2,Mel,mel,,408,635
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,gd15_counter,3,Pyke,pyke,,2364,584
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,gd15_counter,4,Pantheon,pantheon,,1028,584
u.gg,https://u.gg/lol/champions/braum/counter,2026-06-06T10:26:53.809356+00:00,Braum,braum,UTILITY,,gd15_counter,5,Senna,senna,,2182,559
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,win_rate_counter,1,AurelionSol,aurelionsol,58.64,440,
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,win_rate_counter,2,XinZhao,xinzhao,58.03,417,
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,win_rate_counter,3,Xerath,xerath,57.31,1511,
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,win_rate_counter,4,Ekko,ekko,56.34,694,
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,win_rate_counter,5,Brand,brand,56.19,299,
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,gd15_counter,1,Irelia,irelia,,584,986
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,gd15_counter,2,Qiyana,qiyana,,522,517
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,gd15_counter,3,Diana,diana,,958,465
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,gd15_counter,4,Naafiri,naafiri,,504,465
u.gg,https://u.gg/lol/champions/orianna/counter,2026-06-06T10:26:55.702671+00:00,Orianna,orianna,MIDDLE,,gd15_counter,5,Jayce,jayce,,237,381
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,win_rate_counter,1,Twitch,twitch,56.04,1126,
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,win_rate_counter,2,KogMaw,kogmaw,55.8,371,
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,win_rate_counter,3,Senna,senna,54.68,1710,
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,win_rate_counter,4,Yasuo,yasuo,54.26,282,
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,win_rate_counter,5,Ashe,ashe,53.71,4126,
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,gd15_counter,1,Draven,draven,,1001,985
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,gd15_counter,2,Lucian,lucian,,2116,338
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,gd15_counter,3,Mel,mel,,401,320
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,gd15_counter,4,Kalista,kalista,,421,274
u.gg,https://u.gg/lol/champions/sivir/counter,2026-06-06T10:26:59.941152+00:00,Sivir,sivir,BOTTOM,,gd15_counter,5,Samira,samira,,1300,273
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,win_rate_counter,1,Taric,taric,56.04,389,
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,win_rate_counter,2,Braum,braum,53.99,1993,
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,win_rate_counter,3,Rakan,rakan,53.28,1068,
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,win_rate_counter,4,Leona,leona,52.89,2626,
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,win_rate_counter,5,Alistar,alistar,52.71,1624,
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,gd15_counter,1,Mel,mel,,803,712
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,gd15_counter,2,Pantheon,pantheon,,883,583
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,gd15_counter,3,Sylas,sylas,,335,517
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,gd15_counter,4,Swain,swain,,632,490
u.gg,https://u.gg/lol/champions/blitzcrank/counter,2026-06-06T10:27:02.880337+00:00,Blitzcrank,blitzcrank,UTILITY,,gd15_counter,5,Pyke,pyke,,1996,461
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,win_rate_counter,1,Naafiri,naafiri,56.7,2425,
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,win_rate_counter,2,Rammus,rammus,54.36,539,
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,win_rate_counter,3,Rengar,rengar,53.59,2185,
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,win_rate_counter,4,Shaco,shaco,53.22,1710,
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,win_rate_counter,5,Nocturne,nocturne,52.95,3035,
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,gd15_counter,1,Qiyana,qiyana,,537,-8
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,gd15_counter,2,Hecarim,hecarim,,1739,-20
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,gd15_counter,3,Naafiri,naafiri,,2425,-45
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,gd15_counter,4,Briar,briar,,1646,-57
u.gg,https://u.gg/lol/champions/khazix/counter,2026-06-06T10:27:05.089987+00:00,Khazix,khazix,JUNGLE,,gd15_counter,5,Zed,zed,,971,-127
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,win_rate_counter,1,Poppy,poppy,52.57,896,
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,win_rate_counter,2,TahmKench,tahmkench,52.3,1067,
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,win_rate_counter,3,Thresh,thresh,52.29,6661,
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,win_rate_counter,4,Maokai,maokai,51.8,888,
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,win_rate_counter,5,Leona,leona,51.25,3243,
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,gd15_counter,1,Elise,elise,,571,396
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,gd15_counter,2,Camille,camille,,622,389
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,gd15_counter,3,Pantheon,pantheon,,1344,351
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,gd15_counter,4,Mel,mel,,606,342
u.gg,https://u.gg/lol/champions/bard/counter,2026-06-06T10:27:07.358251+00:00,Bard,bard,UTILITY,,gd15_counter,5,Zoe,zoe,,478,278
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,win_rate_counter,1,Malphite,malphite,55.3,2593,
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,win_rate_counter,2,Heimerdinger,heimerdinger,54.3,442,
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,win_rate_counter,3,Kennen,kennen,54.29,560,
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,win_rate_counter,4,Garen,garen,53.5,2673,
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,win_rate_counter,5,MonkeyKing,wukong,53.21,468,
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,gd15_counter,1,Irelia,irelia,,1845,801
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,gd15_counter,2,Heimerdinger,heimerdinger,,442,732
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,gd15_counter,3,MonkeyKing,wukong,,468,326
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,gd15_counter,4,KSante,ksante,,2139,310
u.gg,https://u.gg/lol/champions/aatrox/counter,2026-06-06T10:27:11.007197+00:00,Aatrox,aatrox,TOP,,gd15_counter,5,Illaoi,illaoi,,995,291
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,win_rate_counter,1,Seraphine,seraphine,51.56,4938,
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,win_rate_counter,2,Taric,taric,51.54,939,
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,win_rate_counter,3,Zilean,zilean,51.11,1256,
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,win_rate_counter,4,Renata,renata,50.82,734,
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,win_rate_counter,5,Velkoz,velkoz,50.65,1696,
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,gd15_counter,1,Pyke,pyke,,3674,491
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,gd15_counter,2,Pantheon,pantheon,,1484,475
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,gd15_counter,3,Swain,swain,,1250,417
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,gd15_counter,4,Xerath,xerath,,1229,383
u.gg,https://u.gg/lol/champions/leona/counter,2026-06-06T10:27:14.764376+00:00,Leona,leona,UTILITY,,gd15_counter,5,Mel,mel,,655,380
