match_id,participant_id,team_id,position,feature_version,champion_id,champion_name,individual_position,lane,role,team_surrendered,win,queue_id,game_version,game_duration_sec,collected_at
KR_8042586778,2,100,JUNGLE,v2_timeseries_7_15,54,Malphite,JUNGLE,NONE,SUPPORT,False,True,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,3,100,MIDDLE,v2_timeseries_7_15,110,Varus,MIDDLE,NONE,SUPPORT,False,True,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,4,100,BOTTOM,v2_timeseries_7_15,15,Sivir,BOTTOM,NONE,SUPPORT,False,True,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,5,100,UTILITY,v2_timeseries_7_15,16,Soraka,UTILITY,NONE,SUPPORT,False,True,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,6,200,TOP,v2_timeseries_7_15,157,Yasuo,TOP,NONE,SUPPORT,True,False,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,7,200,JUNGLE,v2_timeseries_7_15,234,Viego,JUNGLE,NONE,SUPPORT,True,False,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,8,200,MIDDLE,v2_timeseries_7_15,246,Qiyana,MIDDLE,NONE,SUPPORT,True,False,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,9,200,BOTTOM,v2_timeseries_7_15,523,Aphelios,BOTTOM,NONE,DUO,True,False,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042586778,10,200,UTILITY,v2_timeseries_7_15,518,Neeko,UTILITY,NONE,SUPPORT,True,False,420,16.2.738.9684,924,2026-06-05T14:02:39+00:00
KR_8042000757,1,100,TOP,v2_timeseries_7_15,110,Varus,TOP,JUNGLE,NONE,False,True,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
KR_8042000757,2,100,JUNGLE,v2_timeseries_7_15,126,Jayce,JUNGLE,JUNGLE,NONE,False,True,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
KR_8042000757,3,100,MIDDLE,v2_timeseries_7_15,136,AurelionSol,MIDDLE,TOP,SOLO,False,True,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
KR_8042000757,4,100,BOTTOM,v2_timeseries_7_15,81,Ezreal,BOTTOM,BOTTOM,CARRY,False,True,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
KR_8042000757,5,100,UTILITY,v2_timeseries_7_15,350,Yuumi,UTILITY,BOTTOM,SUPPORT,False,True,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
KR_8042000757,6,200,TOP,v2_timeseries_7_15,24,Jax,TOP,TOP,SOLO,True,False,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
KR_8042000757,7,200,JUNGLE,v2_timeseries_7_15,799,Ambessa,JUNGLE,JUNGLE,NONE,True,False,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
KR_8042000757,8,200,MIDDLE,v2_timeseries_7_15,90,Malzahar,MIDDLE,MIDDLE,SOLO,True,False,420,16.1.737.4870,1937,2026-06-05T14:02:39+00:00
