match_id,participant_id,team_id,position,feature_version,champion_id,champion_name,individual_position,lane,role,team_surrendered,win,queue_id,game_version,game_duration_sec,collected_at
KR_8209414114,3,100,MIDDLE,v2_timeseries_7_15_16_9_only,91,Talon,MIDDLE,MIDDLE,SOLO,False,False,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,4,100,BOTTOM,v2_timeseries_7_15_16_9_only,145,Kaisa,BOTTOM,BOTTOM,CARRY,False,False,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,5,100,UTILITY,v2_timeseries_7_15_16_9_only,117,Lulu,UTILITY,BOTTOM,SUPPORT,False,False,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,6,200,TOP,v2_timeseries_7_15_16_9_only,126,Jayce,TOP,TOP,DUO,False,True,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,7,200,JUNGLE,v2_timeseries_7_15_16_9_only,64,LeeSin,JUNGLE,JUNGLE,NONE,False,True,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,8,200,MIDDLE,v2_timeseries_7_15_16_9_only,268,Azir,MIDDLE,TOP,DUO,False,True,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,9,200,BOTTOM,v2_timeseries_7_15_16_9_only,202,Jhin,BOTTOM,MIDDLE,SOLO,False,True,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209414114,10,200,UTILITY,v2_timeseries_7_15_16_9_only,101,Xerath,UTILITY,BOTTOM,SOLO,False,True,420,16.9.772.8292,1745,2026-06-07T21:17:37+00:00
KR_8209349878,1,100,TOP,v2_timeseries_7_15_16_9_only,266,Aatrox,TOP,NONE,SUPPORT,False,True,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,2,100,JUNGLE,v2_timeseries_7_15_16_9_only,799,Ambessa,JUNGLE,NONE,SUPPORT,False,True,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,3,100,MIDDLE,v2_timeseries_7_15_16_9_only,13,Ryze,MIDDLE,NONE,SUPPORT,False,True,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,4,100,BOTTOM,v2_timeseries_7_15_16_9_only,69,Cassiopeia,BOTTOM,NONE,SUPPORT,False,True,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,5,100,UTILITY,v2_timeseries_7_15_16_9_only,43,Karma,UTILITY,NONE,SUPPORT,False,True,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,6,200,TOP,v2_timeseries_7_15_16_9_only,2,Olaf,TOP,NONE,SUPPORT,True,False,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,7,200,JUNGLE,v2_timeseries_7_15_16_9_only,28,Evelynn,JUNGLE,NONE,SUPPORT,True,False,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
