source,source_patch,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15,target_win_rate,target_delta,target_delta_normalized,target_pick_rate,min_counter_games_used
lolalytics,16.9,https://lolalytics.com/lol/soraka/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Soraka,soraka,UTILITY,support,win_rate_counter,4,Blitzcrank,blitzcrank,50.32,3756,,49.68,1.08,-2.18,2.72,691
lolalytics,16.9,https://lolalytics.com/lol/soraka/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Soraka,soraka,UTILITY,support,win_rate_counter,5,Nami,nami,49.96,13720,,50.04,1.94,-1.32,9.92,691
lolalytics,16.9,https://lolalytics.com/lol/swain/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Swain,swain,UTILITY,support,win_rate_counter,1,Janna,janna,56.54,978,,43.46,-4.33,-3.72,1.54,318
lolalytics,16.9,https://lolalytics.com/lol/swain/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Swain,swain,UTILITY,support,win_rate_counter,2,Senna,senna,55.83,1938,,44.17,-3.68,-3.06,3.04,318
lolalytics,16.9,https://lolalytics.com/lol/swain/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Swain,swain,UTILITY,support,win_rate_counter,3,Nami,nami,55.7,4086,,44.3,-3.8,-3.18,6.42,318
lolalytics,16.9,https://lolalytics.com/lol/swain/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Swain,swain,UTILITY,support,win_rate_counter,4,Zilean,zilean,55.09,815,,44.91,-1.97,-1.36,1.28,318
lolalytics,16.9,https://lolalytics.com/lol/swain/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Swain,swain,UTILITY,support,win_rate_counter,5,Seraphine,seraphine,54.87,3324,,45.13,-1.44,-0.83,5.22,318
lolalytics,16.9,https://lolalytics.com/lol/sylas/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sylas,sylas,MIDDLE,middle,win_rate_counter,1,Naafiri,naafiri,57.07,2616,,42.93,-3.03,-4.2,1.55,842
lolalytics,16.9,https://lolalytics.com/lol/sylas/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sylas,sylas,MIDDLE,middle,win_rate_counter,2,Taliyah,taliyah,54.35,1345,,45.65,-3.95,-5.12,0.8,842
lolalytics,16.9,https://lolalytics.com/lol/sylas/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sylas,sylas,MIDDLE,middle,win_rate_counter,3,Vex,vex,53.85,2390,,46.15,-1.35,-2.52,1.42,842
lolalytics,16.9,https://lolalytics.com/lol/sylas/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sylas,sylas,MIDDLE,middle,win_rate_counter,4,Swain,swain,52.13,1195,,47.87,-0.54,-1.71,0.71,842
lolalytics,16.9,https://lolalytics.com/lol/sylas/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Sylas,sylas,MIDDLE,middle,win_rate_counter,5,Vladimir,vladimir,52.05,3664,,47.95,0.61,-0.56,2.18,842
lolalytics,16.9,https://lolalytics.com/lol/syndra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Syndra,syndra,MIDDLE,middle,win_rate_counter,1,Fizz,fizz,55.19,2979,,44.81,-2.99,-4.24,2.77,537
lolalytics,16.9,https://lolalytics.com/lol/syndra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Syndra,syndra,MIDDLE,middle,win_rate_counter,2,Katarina,katarina,54.67,3481,,45.33,-3.52,-4.77,3.24,537
lolalytics,16.9,https://lolalytics.com/lol/syndra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Syndra,syndra,MIDDLE,middle,win_rate_counter,3,Zed,zed,53.95,4009,,46.05,-1.13,-2.38,3.73,537
lolalytics,16.9,https://lolalytics.com/lol/syndra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Syndra,syndra,MIDDLE,middle,win_rate_counter,4,Naafiri,naafiri,53.66,1860,,46.34,0.38,-0.87,1.73,537
lolalytics,16.9,https://lolalytics.com/lol/syndra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Syndra,syndra,MIDDLE,middle,win_rate_counter,5,Xerath,xerath,53.31,4425,,46.69,-0.24,-1.49,4.12,537
lolalytics,16.9,https://lolalytics.com/lol/tahmkench/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TahmKench,tahmkench,UTILITY,support,win_rate_counter,1,Taric,taric,53.63,386,,46.37,-1.22,-3.16,0.66,290
lolalytics,16.9,https://lolalytics.com/lol/tahmkench/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TahmKench,tahmkench,UTILITY,support,win_rate_counter,2,Rell,rell,52.69,1247,,47.31,-0.44,-2.38,2.15,290
lolalytics,16.9,https://lolalytics.com/lol/tahmkench/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TahmKench,tahmkench,UTILITY,support,win_rate_counter,3,Milio,milio,52.51,2068,,47.49,-0.52,-2.46,3.56,290
lolalytics,16.9,https://lolalytics.com/lol/tahmkench/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TahmKench,tahmkench,UTILITY,support,win_rate_counter,4,Senna,senna,52.38,1783,,47.62,-0.23,-2.17,3.07,290
lolalytics,16.9,https://lolalytics.com/lol/tahmkench/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TahmKench,tahmkench,UTILITY,support,win_rate_counter,5,Seraphine,seraphine,52.21,3003,,47.79,1.22,-0.72,5.17,290
lolalytics,16.9,https://lolalytics.com/lol/taliyah/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taliyah,taliyah,JUNGLE,jungle,win_rate_counter,1,Zyra,zyra,54.96,131,,45.04,-3.31,-5.38,0.63,103
lolalytics,16.9,https://lolalytics.com/lol/taliyah/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taliyah,taliyah,JUNGLE,jungle,win_rate_counter,2,MasterYi,masteryi,54.42,520,,45.58,-2.87,-4.94,2.51,103
lolalytics,16.9,https://lolalytics.com/lol/taliyah/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taliyah,taliyah,JUNGLE,jungle,win_rate_counter,3,Ekko,ekko,54.03,335,,45.97,-3.56,-5.63,1.62,103
lolalytics,16.9,https://lolalytics.com/lol/taliyah/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taliyah,taliyah,JUNGLE,jungle,win_rate_counter,4,Zed,zed,53.9,295,,46.1,-3.08,-5.15,1.42,103
lolalytics,16.9,https://lolalytics.com/lol/taliyah/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taliyah,taliyah,JUNGLE,jungle,win_rate_counter,5,Nocturne,nocturne,52.87,715,,47.13,-0.37,-2.44,3.45,103
lolalytics,16.9,https://lolalytics.com/lol/talon/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Talon,talon,MIDDLE,middle,win_rate_counter,1,Malphite,malphite,56.6,470,,43.4,-4.63,-6.6,0.68,347
lolalytics,16.9,https://lolalytics.com/lol/talon/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Talon,talon,MIDDLE,middle,win_rate_counter,2,Pantheon,pantheon,53.58,377,,46.42,-1.8,-3.77,0.54,347
lolalytics,16.9,https://lolalytics.com/lol/talon/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Talon,talon,MIDDLE,middle,win_rate_counter,3,Zed,zed,53.09,4174,,46.91,-0.27,-2.24,6.01,347
lolalytics,16.9,https://lolalytics.com/lol/talon/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Talon,talon,MIDDLE,middle,win_rate_counter,4,Lissandra,lissandra,52.92,1852,,47.08,-1.08,-3.05,2.67,347
lolalytics,16.9,https://lolalytics.com/lol/talon/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Talon,talon,MIDDLE,middle,win_rate_counter,5,Brand,brand,51.81,691,,48.19,-0.18,-2.15,0.99,347
lolalytics,16.9,https://lolalytics.com/lol/taric/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taric,taric,UTILITY,support,win_rate_counter,1,Renata,renata,55.75,174,,44.25,-5.59,-8.91,0.62,140
lolalytics,16.9,https://lolalytics.com/lol/taric/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taric,taric,UTILITY,support,win_rate_counter,2,Seraphine,seraphine,53.45,1306,,46.55,-0.02,-3.34,4.65,140
lolalytics,16.9,https://lolalytics.com/lol/taric/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taric,taric,UTILITY,support,win_rate_counter,3,Janna,janna,52.13,564,,47.87,0.08,-3.24,2.01,140
lolalytics,16.9,https://lolalytics.com/lol/taric/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taric,taric,UTILITY,support,win_rate_counter,4,Zilean,zilean,51.78,421,,48.22,1.34,-1.98,1.5,140
lolalytics,16.9,https://lolalytics.com/lol/taric/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Taric,taric,UTILITY,support,win_rate_counter,5,Bard,bard,51.64,885,,48.36,-0.49,-3.81,3.15,140
lolalytics,16.9,https://lolalytics.com/lol/teemo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Teemo,teemo,TOP,top,win_rate_counter,1,Olaf,olaf,54.73,2483,,45.27,-1.63,-4.89,1.86,666
lolalytics,16.9,https://lolalytics.com/lol/teemo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Teemo,teemo,TOP,top,win_rate_counter,2,Vladimir,vladimir,52.93,2114,,47.07,-0.88,-4.14,1.59,666
lolalytics,16.9,https://lolalytics.com/lol/teemo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Teemo,teemo,TOP,top,win_rate_counter,3,Anivia,anivia,52.93,1398,,47.07,0.35,-2.91,1.05,666
lolalytics,16.9,https://lolalytics.com/lol/teemo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Teemo,teemo,TOP,top,win_rate_counter,4,Ornn,ornn,52.16,3313,,47.84,-0.25,-3.51,2.49,666
lolalytics,16.9,https://lolalytics.com/lol/teemo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Teemo,teemo,TOP,top,win_rate_counter,5,Sion,sion,52.14,4139,,47.86,-1.3,-4.56,3.11,666
lolalytics,16.9,https://lolalytics.com/lol/thresh/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Thresh,thresh,UTILITY,support,win_rate_counter,1,Seraphine,seraphine,52.34,17487,,47.66,1.09,-1.45,5.43,1610
lolalytics,16.9,https://lolalytics.com/lol/thresh/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Thresh,thresh,UTILITY,support,win_rate_counter,2,Brand,brand,52.09,8835,,47.91,-0.41,-2.95,2.74,1610
lolalytics,16.9,https://lolalytics.com/lol/thresh/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Thresh,thresh,UTILITY,support,win_rate_counter,3,Zilean,zilean,51.57,4439,,48.43,1.55,-0.99,1.38,1610
lolalytics,16.9,https://lolalytics.com/lol/thresh/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Thresh,thresh,UTILITY,support,win_rate_counter,4,Soraka,soraka,50.87,8381,,49.13,1.48,-1.06,2.6,1610
lolalytics,16.9,https://lolalytics.com/lol/thresh/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Thresh,thresh,UTILITY,support,win_rate_counter,5,Taric,taric,50.74,2168,,49.26,1.67,-0.87,0.67,1610
lolalytics,16.9,https://lolalytics.com/lol/tristana/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tristana,tristana,BOTTOM,bottom,win_rate_counter,1,Brand,brand,55.99,1086,,44.01,-1.53,-3.06,1.22,445
lolalytics,16.9,https://lolalytics.com/lol/tristana/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tristana,tristana,BOTTOM,bottom,win_rate_counter,2,Smolder,smolder,53.85,10498,,46.15,1.3,-0.22,11.78,445
lolalytics,16.9,https://lolalytics.com/lol/tristana/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tristana,tristana,BOTTOM,bottom,win_rate_counter,3,Nilah,nilah,51.74,574,,48.26,0.94,-0.59,0.64,445
lolalytics,16.9,https://lolalytics.com/lol/tristana/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tristana,tristana,BOTTOM,bottom,win_rate_counter,4,Swain,swain,51.57,508,,48.43,1.56,0.03,0.57,445
lolalytics,16.9,https://lolalytics.com/lol/tristana/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tristana,tristana,BOTTOM,bottom,win_rate_counter,5,Samira,samira,50.97,1903,,49.03,0.41,-1.12,2.14,445
lolalytics,16.9,https://lolalytics.com/lol/trundle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Trundle,trundle,TOP,top,win_rate_counter,1,Vladimir,vladimir,56.52,230,,43.48,-4.47,-5.52,0.82,140
lolalytics,16.9,https://lolalytics.com/lol/trundle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Trundle,trundle,TOP,top,win_rate_counter,2,Kled,kled,56.1,205,,43.9,-3.93,-4.98,0.73,140
lolalytics,16.9,https://lolalytics.com/lol/trundle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Trundle,trundle,TOP,top,win_rate_counter,3,Rumble,rumble,54.62,260,,45.38,-4.89,-5.94,0.93,140
lolalytics,16.9,https://lolalytics.com/lol/trundle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Trundle,trundle,TOP,top,win_rate_counter,4,Urgot,urgot,54.16,373,,45.84,-2.29,-3.34,1.33,140
lolalytics,16.9,https://lolalytics.com/lol/trundle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Trundle,trundle,TOP,top,win_rate_counter,5,Kayle,kayle,54.05,420,,45.95,-0.83,-1.88,1.5,140
lolalytics,16.9,https://lolalytics.com/lol/tryndamere/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tryndamere,tryndamere,TOP,top,win_rate_counter,1,Malphite,malphite,53.75,3356,,46.25,-1.56,-4.46,4.54,369
lolalytics,16.9,https://lolalytics.com/lol/tryndamere/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tryndamere,tryndamere,TOP,top,win_rate_counter,2,Singed,singed,52.98,1176,,47.02,0.21,-2.69,1.59,369
lolalytics,16.9,https://lolalytics.com/lol/tryndamere/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tryndamere,tryndamere,TOP,top,win_rate_counter,3,Teemo,teemo,52.82,2145,,47.18,-0.47,-3.37,2.9,369
lolalytics,16.9,https://lolalytics.com/lol/tryndamere/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tryndamere,tryndamere,TOP,top,win_rate_counter,4,Warwick,warwick,52.22,609,,47.78,0.87,-2.03,0.82,369
lolalytics,16.9,https://lolalytics.com/lol/tryndamere/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Tryndamere,tryndamere,TOP,top,win_rate_counter,5,Quinn,quinn,51.9,422,,48.1,-0.75,-3.65,0.57,369
lolalytics,16.9,https://lolalytics.com/lol/twistedfate/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TwistedFate,twistedfate,MIDDLE,middle,win_rate_counter,1,Swain,swain,54.51,677,,45.49,-2.92,-5.19,0.57,590
lolalytics,16.9,https://lolalytics.com/lol/twistedfate/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TwistedFate,twistedfate,MIDDLE,middle,win_rate_counter,2,Naafiri,naafiri,53.47,1717,,46.53,0.57,-1.69,1.45,590
lolalytics,16.9,https://lolalytics.com/lol/twistedfate/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TwistedFate,twistedfate,MIDDLE,middle,win_rate_counter,3,Zed,zed,51.81,5040,,48.19,1.01,-1.26,4.27,590
lolalytics,16.9,https://lolalytics.com/lol/twistedfate/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TwistedFate,twistedfate,MIDDLE,middle,win_rate_counter,4,Velkoz,velkoz,51.77,593,,48.23,-0.31,-2.58,0.5,590
lolalytics,16.9,https://lolalytics.com/lol/twistedfate/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,TwistedFate,twistedfate,MIDDLE,middle,win_rate_counter,5,Vladimir,vladimir,51.68,2115,,48.32,0.98,-1.29,1.79,590
lolalytics,16.9,https://lolalytics.com/lol/twitch/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Twitch,twitch,BOTTOM,bottom,win_rate_counter,1,Nilah,nilah,56.58,1170,,43.42,-3.9,-6.07,0.97,605
lolalytics,16.9,https://lolalytics.com/lol/twitch/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Twitch,twitch,BOTTOM,bottom,win_rate_counter,2,Yasuo,yasuo,53.53,624,,46.47,-1.25,-3.42,0.52,605
lolalytics,16.9,https://lolalytics.com/lol/twitch/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Twitch,twitch,BOTTOM,bottom,win_rate_counter,3,Brand,brand,53.42,1711,,46.58,1.04,-1.12,1.41,605
lolalytics,16.9,https://lolalytics.com/lol/twitch/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Twitch,twitch,BOTTOM,bottom,win_rate_counter,4,Ziggs,ziggs,52.44,738,,47.56,0.4,-1.77,0.61,605
lolalytics,16.9,https://lolalytics.com/lol/twitch/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Twitch,twitch,BOTTOM,bottom,win_rate_counter,5,Swain,swain,52.39,710,,47.61,0.74,-1.43,0.59,605
lolalytics,16.9,https://lolalytics.com/lol/udyr/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Udyr,udyr,TOP,top,win_rate_counter,1,Heimerdinger,heimerdinger,59.78,92,,40.22,-8.71,-9.14,0.5,92
lolalytics,16.9,https://lolalytics.com/lol/udyr/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Udyr,udyr,TOP,top,win_rate_counter,2,Olaf,olaf,57.51,233,,42.49,-4.41,-4.84,1.26,92
lolalytics,16.9,https://lolalytics.com/lol/udyr/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Udyr,udyr,TOP,top,win_rate_counter,3,Teemo,teemo,57.14,462,,42.86,-4.79,-5.22,2.5,92
lolalytics,16.9,https://lolalytics.com/lol/udyr/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Udyr,udyr,TOP,top,win_rate_counter,4,Varus,varus,56.12,196,,43.88,-5.29,-5.72,1.06,92
lolalytics,16.9,https://lolalytics.com/lol/udyr/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Udyr,udyr,TOP,top,win_rate_counter,5,Kayle,kayle,55.66,309,,44.34,-2.44,-2.87,1.67,92
lolalytics,16.9,https://lolalytics.com/lol/urgot/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Urgot,urgot,TOP,top,win_rate_counter,1,Kayle,kayle,53.55,1255,,46.45,-0.33,-3.11,1.94,323
lolalytics,16.9,https://lolalytics.com/lol/urgot/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Urgot,urgot,TOP,top,win_rate_counter,2,Yorick,yorick,52.42,1387,,47.58,-2.01,-4.79,2.15,323
lolalytics,16.9,https://lolalytics.com/lol/urgot/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Urgot,urgot,TOP,top,win_rate_counter,3,Ornn,ornn,51.85,1622,,48.15,0.06,-2.72,2.51,323
lolalytics,16.9,https://lolalytics.com/lol/urgot/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Urgot,urgot,TOP,top,win_rate_counter,4,Malphite,malphite,51.67,1771,,48.33,0.52,-2.26,2.74,323
lolalytics,16.9,https://lolalytics.com/lol/urgot/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Urgot,urgot,TOP,top,win_rate_counter,5,Olaf,olaf,50.97,1340,,49.03,2.13,-0.65,2.07,323
lolalytics,16.9,https://lolalytics.com/lol/varus/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Varus,varus,BOTTOM,bottom,win_rate_counter,1,Brand,brand,57.06,1339,,42.94,-2.6,-2.23,1.29,517
lolalytics,16.9,https://lolalytics.com/lol/varus/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Varus,varus,BOTTOM,bottom,win_rate_counter,2,Nilah,nilah,55.98,602,,44.02,-3.3,-2.93,0.58,517
lolalytics,16.9,https://lolalytics.com/lol/varus/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Varus,varus,BOTTOM,bottom,win_rate_counter,3,Ziggs,ziggs,55.69,765,,44.31,-2.85,-2.48,0.74,517
lolalytics,16.9,https://lolalytics.com/lol/varus/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Varus,varus,BOTTOM,bottom,win_rate_counter,4,Smolder,smolder,54.74,10662,,45.26,0.41,0.77,10.3,517
lolalytics,16.9,https://lolalytics.com/lol/varus/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Varus,varus,BOTTOM,bottom,win_rate_counter,5,KogMaw,kogmaw,53.87,776,,46.13,-1.4,-1.02,0.75,517
lolalytics,16.9,https://lolalytics.com/lol/vayne/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Vayne,vayne,TOP,top,win_rate_counter,1,Malphite,malphite,60.97,5440,,39.03,-8.78,-10.29,4.78,569
lolalytics,16.9,https://lolalytics.com/lol/vayne/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Vayne,vayne,TOP,top,win_rate_counter,2,Teemo,teemo,59.15,4245,,40.85,-6.8,-8.31,3.73,569
lolalytics,16.9,https://lolalytics.com/lol/vayne/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Vayne,vayne,TOP,top,win_rate_counter,3,Vladimir,vladimir,57.48,1223,,42.52,-5.43,-6.94,1.07,569
lolalytics,16.9,https://lolalytics.com/lol/vayne/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Vayne,vayne,TOP,top,win_rate_counter,4,XinZhao,xinzhao,55.16,1046,,44.84,-5.69,-7.2,0.92,569
lolalytics,16.9,https://lolalytics.com/lol/vayne/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Vayne,vayne,TOP,top,win_rate_counter,5,Yorick,yorick,54.74,1730,,45.26,-4.33,-5.84,1.52,569
lolalytics,16.9,https://lolalytics.com/lol/veigar/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Veigar,veigar,MIDDLE,middle,win_rate_counter,1,Xerath,xerath,54.13,3211,,45.87,-1.06,-3.67,3.57,449
lolalytics,16.9,https://lolalytics.com/lol/veigar/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Veigar,veigar,MIDDLE,middle,win_rate_counter,2,Zed,zed,52.91,3848,,47.09,-0.09,-2.7,4.28,449
lolalytics,16.9,https://lolalytics.com/lol/veigar/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Veigar,veigar,MIDDLE,middle,win_rate_counter,3,Naafiri,naafiri,52.53,1578,,47.47,1.51,-1.09,1.76,449
lolalytics,16.9,https://lolalytics.com/lol/veigar/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Veigar,veigar,MIDDLE,middle,win_rate_counter,4,Katarina,katarina,52.25,3336,,47.75,-1.1,-3.71,3.71,449
lolalytics,16.9,https://lolalytics.com/lol/veigar/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Veigar,veigar,MIDDLE,middle,win_rate_counter,5,Velkoz,velkoz,51.71,555,,48.29,-0.25,-2.86,0.62,449
lolalytics,16.9,https://lolalytics.com/lol/velkoz/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Velkoz,velkoz,UTILITY,support,win_rate_counter,1,Shaco,shaco,53.12,465,,46.88,-3.21,-5.43,0.64,364
