source,source_patch,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15,target_win_rate,target_delta,target_delta_normalized,target_pick_rate,min_counter_games_used
lolalytics,16.9,https://lolalytics.com/lol/karthus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Karthus,karthus,JUNGLE,jungle,win_rate_counter,3,Ivern,ivern,55.56,288,,44.44,-3.37,-4.37,0.69,208
lolalytics,16.9,https://lolalytics.com/lol/karthus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Karthus,karthus,JUNGLE,jungle,win_rate_counter,4,Aatrox,aatrox,54.67,300,,45.33,-3.63,-4.63,0.72,208
lolalytics,16.9,https://lolalytics.com/lol/karthus/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Karthus,karthus,JUNGLE,jungle,win_rate_counter,5,Shyvana,shyvana,54.28,1214,,45.72,-0.88,-1.88,2.92,208
lolalytics,16.9,https://lolalytics.com/lol/kassadin/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kassadin,kassadin,MIDDLE,middle,win_rate_counter,1,Naafiri,naafiri,57.14,1141,,42.86,-3.1,-3.82,1.87,304
lolalytics,16.9,https://lolalytics.com/lol/kassadin/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kassadin,kassadin,MIDDLE,middle,win_rate_counter,2,Zed,zed,56.62,1639,,43.38,-3.8,-4.52,2.69,304
lolalytics,16.9,https://lolalytics.com/lol/kassadin/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kassadin,kassadin,MIDDLE,middle,win_rate_counter,3,Pantheon,pantheon,55.58,475,,44.42,-3.8,-4.52,0.78,304
lolalytics,16.9,https://lolalytics.com/lol/kassadin/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kassadin,kassadin,MIDDLE,middle,win_rate_counter,4,Aurora,aurora,54.79,960,,45.21,-4.75,-5.47,1.58,304
lolalytics,16.9,https://lolalytics.com/lol/kassadin/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kassadin,kassadin,MIDDLE,middle,win_rate_counter,5,XinZhao,xinzhao,54.35,368,,45.65,-3.09,-3.81,0.6,304
lolalytics,16.9,https://lolalytics.com/lol/katarina/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Katarina,katarina,MIDDLE,middle,win_rate_counter,1,Vladimir,vladimir,53.69,5409,,46.31,-1.03,-3.09,2.95,915
lolalytics,16.9,https://lolalytics.com/lol/katarina/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Katarina,katarina,MIDDLE,middle,win_rate_counter,2,Diana,diana,52.04,4520,,47.96,-0.13,-2.19,2.47,915
lolalytics,16.9,https://lolalytics.com/lol/katarina/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Katarina,katarina,MIDDLE,middle,win_rate_counter,3,XinZhao,xinzhao,51.91,1312,,48.09,-0.65,-2.71,0.72,915
lolalytics,16.9,https://lolalytics.com/lol/katarina/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Katarina,katarina,MIDDLE,middle,win_rate_counter,4,Cassiopeia,cassiopeia,51.57,1276,,48.43,-1.19,-3.25,0.7,915
lolalytics,16.9,https://lolalytics.com/lol/katarina/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Katarina,katarina,MIDDLE,middle,win_rate_counter,5,Lissandra,lissandra,51.4,6187,,48.6,0.44,-1.62,3.38,915
lolalytics,16.9,https://lolalytics.com/lol/kayle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayle,kayle,TOP,top,win_rate_counter,1,XinZhao,xinzhao,54.84,899,,45.16,-5.37,-9.5,1.14,393
lolalytics,16.9,https://lolalytics.com/lol/kayle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayle,kayle,TOP,top,win_rate_counter,2,Akali,akali,53.15,1095,,46.85,-2.45,-6.58,1.39,393
lolalytics,16.9,https://lolalytics.com/lol/kayle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayle,kayle,TOP,top,win_rate_counter,3,Anivia,anivia,52.23,448,,47.77,1.05,-3.08,0.57,393
lolalytics,16.9,https://lolalytics.com/lol/kayle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayle,kayle,TOP,top,win_rate_counter,4,Irelia,irelia,51.97,1855,,48.03,-0.54,-4.67,2.36,393
lolalytics,16.9,https://lolalytics.com/lol/kayle/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayle,kayle,TOP,top,win_rate_counter,5,Riven,riven,51.85,1294,,48.15,-0.63,-4.76,1.64,393
lolalytics,16.9,https://lolalytics.com/lol/kayn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayn,kayn,JUNGLE,jungle,win_rate_counter,1,RekSai,reksai,51.22,1925,,48.78,1.75,-1.11,1.03,934
lolalytics,16.9,https://lolalytics.com/lol/kayn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayn,kayn,JUNGLE,jungle,win_rate_counter,2,Warwick,warwick,50.88,3404,,49.12,2.21,-0.65,1.82,934
lolalytics,16.9,https://lolalytics.com/lol/kayn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayn,kayn,JUNGLE,jungle,win_rate_counter,3,MasterYi,masteryi,50.43,6936,,49.57,1.12,-1.74,3.71,934
lolalytics,16.9,https://lolalytics.com/lol/kayn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayn,kayn,JUNGLE,jungle,win_rate_counter,4,FiddleSticks,fiddlesticks,50.21,2611,,49.79,2.06,-0.8,1.4,934
lolalytics,16.9,https://lolalytics.com/lol/kayn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kayn,kayn,JUNGLE,jungle,win_rate_counter,5,Shyvana,shyvana,49.88,7650,,50.12,3.52,0.66,4.09,934
lolalytics,16.9,https://lolalytics.com/lol/kennen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kennen,kennen,TOP,top,win_rate_counter,1,DrMundo,drmundo,57.19,1607,,42.81,-6.29,-6.6,2.88,279
lolalytics,16.9,https://lolalytics.com/lol/kennen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kennen,kennen,TOP,top,win_rate_counter,2,Ornn,ornn,55.95,1160,,44.05,-4.04,-4.35,2.08,279
lolalytics,16.9,https://lolalytics.com/lol/kennen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kennen,kennen,TOP,top,win_rate_counter,3,Anivia,anivia,55.79,432,,44.21,-2.51,-2.82,0.77,279
lolalytics,16.9,https://lolalytics.com/lol/kennen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kennen,kennen,TOP,top,win_rate_counter,4,Chogath,chogath,55.33,750,,44.67,-3.68,-3.99,1.34,279
lolalytics,16.9,https://lolalytics.com/lol/kennen/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kennen,kennen,TOP,top,win_rate_counter,5,Olaf,olaf,55.05,841,,44.95,-1.95,-2.26,1.51,279
lolalytics,16.9,https://lolalytics.com/lol/khazix/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Khazix,khazix,JUNGLE,jungle,win_rate_counter,1,Naafiri,naafiri,55.54,5573,,44.46,-4.3,-5.65,3.79,735
lolalytics,16.9,https://lolalytics.com/lol/khazix/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Khazix,khazix,JUNGLE,jungle,win_rate_counter,2,Rammus,rammus,52.82,975,,47.18,0.22,-1.13,0.66,735
lolalytics,16.9,https://lolalytics.com/lol/khazix/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Khazix,khazix,JUNGLE,jungle,win_rate_counter,3,Rengar,rengar,52.49,4136,,47.51,-2.79,-4.14,2.81,735
lolalytics,16.9,https://lolalytics.com/lol/khazix/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Khazix,khazix,JUNGLE,jungle,win_rate_counter,4,Warwick,warwick,52.08,2022,,47.92,1.01,-0.34,1.37,735
lolalytics,16.9,https://lolalytics.com/lol/khazix/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Khazix,khazix,JUNGLE,jungle,win_rate_counter,5,Nocturne,nocturne,51.55,5781,,48.45,0.95,-0.4,3.93,735
lolalytics,16.9,https://lolalytics.com/lol/kindred/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kindred,kindred,JUNGLE,jungle,win_rate_counter,1,Ivern,ivern,56.53,421,,43.47,-4.34,-6.16,0.65,323
lolalytics,16.9,https://lolalytics.com/lol/kindred/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kindred,kindred,JUNGLE,jungle,win_rate_counter,2,Rammus,rammus,55.78,545,,44.22,-2.74,-4.56,0.84,323
lolalytics,16.9,https://lolalytics.com/lol/kindred/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kindred,kindred,JUNGLE,jungle,win_rate_counter,3,Zyra,zyra,53.72,417,,46.28,-2.07,-3.89,0.64,323
lolalytics,16.9,https://lolalytics.com/lol/kindred/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kindred,kindred,JUNGLE,jungle,win_rate_counter,4,Aatrox,aatrox,53.6,403,,46.4,-2.56,-4.38,0.62,323
lolalytics,16.9,https://lolalytics.com/lol/kindred/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kindred,kindred,JUNGLE,jungle,win_rate_counter,5,Amumu,amumu,53.06,637,,46.94,-1.96,-3.78,0.98,323
lolalytics,16.9,https://lolalytics.com/lol/kled/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kled,kled,TOP,top,win_rate_counter,1,Warwick,warwick,55.22,431,,44.78,-2.13,-5.21,1.06,203
lolalytics,16.9,https://lolalytics.com/lol/kled/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kled,kled,TOP,top,win_rate_counter,2,Singed,singed,53.9,564,,46.1,-0.71,-3.79,1.39,203
lolalytics,16.9,https://lolalytics.com/lol/kled/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kled,kled,TOP,top,win_rate_counter,3,Gwen,gwen,53.62,483,,46.38,-1.99,-5.07,1.19,203
lolalytics,16.9,https://lolalytics.com/lol/kled/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kled,kled,TOP,top,win_rate_counter,4,Camille,camille,53.33,795,,46.67,-2.16,-5.24,1.95,203
lolalytics,16.9,https://lolalytics.com/lol/kled/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Kled,kled,TOP,top,win_rate_counter,5,Poppy,poppy,52.88,295,,47.12,-1.63,-4.71,0.72,203
lolalytics,16.9,https://lolalytics.com/lol/kogmaw/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KogMaw,kogmaw,BOTTOM,bottom,win_rate_counter,1,Swain,swain,57.48,294,,42.52,-4.35,-7.73,0.75,197
lolalytics,16.9,https://lolalytics.com/lol/kogmaw/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KogMaw,kogmaw,BOTTOM,bottom,win_rate_counter,2,Nilah,nilah,52.8,250,,47.2,-0.12,-3.5,0.63,197
lolalytics,16.9,https://lolalytics.com/lol/kogmaw/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KogMaw,kogmaw,BOTTOM,bottom,win_rate_counter,3,Jinx,jinx,51.25,2527,,48.75,0.97,-2.41,6.41,197
lolalytics,16.9,https://lolalytics.com/lol/kogmaw/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KogMaw,kogmaw,BOTTOM,bottom,win_rate_counter,4,Smolder,smolder,51.21,4548,,48.79,3.94,0.57,11.54,197
lolalytics,16.9,https://lolalytics.com/lol/kogmaw/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KogMaw,kogmaw,BOTTOM,bottom,win_rate_counter,5,Brand,brand,51.01,543,,48.99,3.45,0.08,1.38,197
lolalytics,16.9,https://lolalytics.com/lol/ksante/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KSante,ksante,TOP,top,win_rate_counter,1,Kayle,kayle,59.46,1961,,40.54,-6.24,-5.75,1.96,499
lolalytics,16.9,https://lolalytics.com/lol/ksante/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KSante,ksante,TOP,top,win_rate_counter,2,Singed,singed,59.41,1350,,40.59,-6.22,-5.73,1.35,499
lolalytics,16.9,https://lolalytics.com/lol/ksante/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KSante,ksante,TOP,top,win_rate_counter,3,Smolder,smolder,56.7,679,,43.3,-9.65,-9.15,0.68,499
lolalytics,16.9,https://lolalytics.com/lol/ksante/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KSante,ksante,TOP,top,win_rate_counter,4,Poppy,poppy,56.64,798,,43.36,-5.39,-4.89,0.8,499
lolalytics,16.9,https://lolalytics.com/lol/ksante/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,KSante,ksante,TOP,top,win_rate_counter,5,Vayne,vayne,56.36,3657,,43.64,-5.76,-5.26,3.66,499
lolalytics,16.9,https://lolalytics.com/lol/leblanc/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leblanc,leblanc,MIDDLE,middle,win_rate_counter,1,Naafiri,naafiri,58.77,1739,,41.23,-4.73,-6.03,1.64,529
lolalytics,16.9,https://lolalytics.com/lol/leblanc/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leblanc,leblanc,MIDDLE,middle,win_rate_counter,2,Vex,vex,54.08,2818,,45.92,-1.58,-2.88,2.66,529
lolalytics,16.9,https://lolalytics.com/lol/leblanc/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leblanc,leblanc,MIDDLE,middle,win_rate_counter,3,Kassadin,kassadin,53.96,1249,,46.04,-4.15,-5.45,1.18,529
lolalytics,16.9,https://lolalytics.com/lol/leblanc/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leblanc,leblanc,MIDDLE,middle,win_rate_counter,4,Malzahar,malzahar,53.49,4324,,46.51,-2.33,-3.63,4.08,529
lolalytics,16.9,https://lolalytics.com/lol/leblanc/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leblanc,leblanc,MIDDLE,middle,win_rate_counter,5,Vladimir,vladimir,53.39,2416,,46.61,-0.73,-2.03,2.28,529
lolalytics,16.9,https://lolalytics.com/lol/leesin/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,LeeSin,leesin,JUNGLE,jungle,win_rate_counter,1,RekSai,reksai,52.95,5284,,47.05,0.02,-1.6,1.59,1656
lolalytics,16.9,https://lolalytics.com/lol/leesin/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,LeeSin,leesin,JUNGLE,jungle,win_rate_counter,2,Naafiri,naafiri,52.45,13463,,47.55,-1.21,-2.83,4.06,1656
lolalytics,16.9,https://lolalytics.com/lol/leesin/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,LeeSin,leesin,JUNGLE,jungle,win_rate_counter,3,Warwick,warwick,52.3,5044,,47.7,0.79,-0.83,1.52,1656
lolalytics,16.9,https://lolalytics.com/lol/leesin/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,LeeSin,leesin,JUNGLE,jungle,win_rate_counter,4,Briar,briar,51.88,7034,,48.12,0.39,-1.23,2.12,1656
lolalytics,16.9,https://lolalytics.com/lol/leesin/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,LeeSin,leesin,JUNGLE,jungle,win_rate_counter,5,Zyra,zyra,51.87,1899,,48.13,-0.22,-1.84,0.57,1656
lolalytics,16.9,https://lolalytics.com/lol/leona/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leona,leona,UTILITY,support,win_rate_counter,1,Seraphine,seraphine,52.0,7263,,48.0,1.43,-1.41,4.69,774
lolalytics,16.9,https://lolalytics.com/lol/leona/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leona,leona,UTILITY,support,win_rate_counter,2,Janna,janna,51.89,3421,,48.11,0.32,-2.52,2.21,774
lolalytics,16.9,https://lolalytics.com/lol/leona/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leona,leona,UTILITY,support,win_rate_counter,3,Morgana,morgana,51.25,4898,,48.75,-0.51,-3.35,3.16,774
lolalytics,16.9,https://lolalytics.com/lol/leona/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leona,leona,UTILITY,support,win_rate_counter,4,Poppy,poppy,51.14,2104,,48.86,1.11,-1.73,1.36,774
lolalytics,16.9,https://lolalytics.com/lol/leona/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Leona,leona,UTILITY,support,win_rate_counter,5,Zilean,zilean,50.98,1987,,49.02,2.14,-0.7,1.28,774
lolalytics,16.9,https://lolalytics.com/lol/lillia/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lillia,lillia,JUNGLE,jungle,win_rate_counter,1,Kindred,kindred,51.94,1136,,48.06,-1.03,-4.11,1.27,446
lolalytics,16.9,https://lolalytics.com/lol/lillia/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lillia,lillia,JUNGLE,jungle,win_rate_counter,2,Ivern,ivern,51.82,631,,48.18,0.37,-2.71,0.71,446
lolalytics,16.9,https://lolalytics.com/lol/lillia/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lillia,lillia,JUNGLE,jungle,win_rate_counter,3,Rengar,rengar,51.71,1551,,48.29,-2.01,-5.09,1.74,446
lolalytics,16.9,https://lolalytics.com/lol/lillia/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lillia,lillia,JUNGLE,jungle,win_rate_counter,4,Elise,elise,51.08,975,,48.92,-0.65,-3.73,1.09,446
lolalytics,16.9,https://lolalytics.com/lol/lillia/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lillia,lillia,JUNGLE,jungle,win_rate_counter,5,Udyr,udyr,50.33,1210,,49.67,1.38,-1.7,1.36,446
lolalytics,16.9,https://lolalytics.com/lol/lissandra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lissandra,lissandra,MIDDLE,middle,win_rate_counter,1,Xerath,xerath,52.68,3950,,47.32,0.39,-2.36,3.07,643
lolalytics,16.9,https://lolalytics.com/lol/lissandra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lissandra,lissandra,MIDDLE,middle,win_rate_counter,2,Brand,brand,51.4,1317,,48.6,0.23,-2.52,1.02,643
lolalytics,16.9,https://lolalytics.com/lol/lissandra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lissandra,lissandra,MIDDLE,middle,win_rate_counter,3,Qiyana,qiyana,51.34,1833,,48.66,0.14,-2.61,1.42,643
lolalytics,16.9,https://lolalytics.com/lol/lissandra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lissandra,lissandra,MIDDLE,middle,win_rate_counter,4,Viktor,viktor,51.29,5161,,48.71,-0.15,-2.9,4.01,643
lolalytics,16.9,https://lolalytics.com/lol/lissandra/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lissandra,lissandra,MIDDLE,middle,win_rate_counter,5,Akshan,akshan,51.09,1736,,48.91,0.01,-2.74,1.35,643
lolalytics,16.9,https://lolalytics.com/lol/lucian/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lucian,lucian,BOTTOM,bottom,win_rate_counter,1,Smolder,smolder,54.64,21812,,45.36,0.51,-0.91,9.45,1154
lolalytics,16.9,https://lolalytics.com/lol/lucian/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lucian,lucian,BOTTOM,bottom,win_rate_counter,2,Brand,brand,52.89,2492,,47.11,1.57,0.15,1.08,1154
lolalytics,16.9,https://lolalytics.com/lol/lucian/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lucian,lucian,BOTTOM,bottom,win_rate_counter,3,KogMaw,kogmaw,52.45,1615,,47.55,0.02,-1.4,0.7,1154
lolalytics,16.9,https://lolalytics.com/lol/lucian/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lucian,lucian,BOTTOM,bottom,win_rate_counter,4,Nilah,nilah,52.02,1338,,47.98,0.66,-0.76,0.58,1154
lolalytics,16.9,https://lolalytics.com/lol/lucian/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lucian,lucian,BOTTOM,bottom,win_rate_counter,5,Ashe,ashe,51.58,18427,,48.42,1.33,-0.09,7.98,1154
lolalytics,16.9,https://lolalytics.com/lol/lulu/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lulu,lulu,UTILITY,support,win_rate_counter,1,Seraphine,seraphine,53.01,14694,,46.99,0.42,-0.72,5.89,1247
lolalytics,16.9,https://lolalytics.com/lol/lulu/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lulu,lulu,UTILITY,support,win_rate_counter,2,Sona,sona,52.67,5417,,47.33,0.15,-0.99,2.17,1247
lolalytics,16.9,https://lolalytics.com/lol/lulu/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lulu,lulu,UTILITY,support,win_rate_counter,3,Rell,rell,52.61,4604,,47.39,-0.36,-1.5,1.84,1247
lolalytics,16.9,https://lolalytics.com/lol/lulu/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lulu,lulu,UTILITY,support,win_rate_counter,4,Thresh,thresh,52.05,16869,,47.95,-0.42,-1.56,6.76,1247
lolalytics,16.9,https://lolalytics.com/lol/lulu/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lulu,lulu,UTILITY,support,win_rate_counter,5,Leona,leona,51.88,6962,,48.12,0.05,-1.09,2.79,1247
lolalytics,16.9,https://lolalytics.com/lol/lux/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lux,lux,UTILITY,support,win_rate_counter,1,Nami,nami,52.97,10810,,47.03,-1.07,-2.03,7.3,740
lolalytics,16.9,https://lolalytics.com/lol/lux/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lux,lux,UTILITY,support,win_rate_counter,2,Janna,janna,52.74,2192,,47.26,-0.53,-1.49,1.48,740
lolalytics,16.9,https://lolalytics.com/lol/lux/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lux,lux,UTILITY,support,win_rate_counter,3,Soraka,soraka,52.68,3844,,47.32,-0.33,-1.29,2.6,740
lolalytics,16.9,https://lolalytics.com/lol/lux/build/?lane=support&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Lux,lux,UTILITY,support,win_rate_counter,4,Xerath,xerath,52.57,4343,,47.43,-2.06,-3.02,2.93,740
